repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,class_value,class_name,eligibility_level,minimum_trials,minimum_exact_videos,scored_class_trials,class_subjects_with_any_trial,class_unique_videos,class_videos_with_ge3_subjects,eligible_subject_count,eligible_subject_ids,consensus_M_ge_3,eligible_fraction_of_nominal_subjects,uniform_random_trio_acceptance_probability,expected_uniform_resampling_attempts_for_valid_trio,eligible_trial_count_min,eligible_trial_count_median,eligible_trial_count_max,eligible_video_count_min,eligible_video_count_median,eligible_video_count_max,eligible_subject_video_union_count,eligible_subject_video_common_count,eligible_subject_video_pairwise_jaccard_mean
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,0,low,weak_1trial,1,1,1,1,1,0,1,P006,False,0.125,0.0,,1,1.0,1,1,1.0,1,1,1,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,0,low,minimal_2trials,2,1,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,0,low,strong_2trials_2videos,2,2,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,1,high,weak_1trial,1,1,5,4,2,1,4,P002;P009;P011;P027,True,0.5,0.07142857142857142,14.0,1,1.0,2,1,1.0,2,2,0,0.4166666666666667
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,1,high,minimal_2trials,2,1,5,4,2,1,1,P002,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,7,3,9,arousal,1,high,strong_2trials_2videos,2,2,5,4,2,1,1,P002,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,0,low,weak_1trial,1,1,4,4,2,0,4,P006;P008;P009;P014,True,0.5,0.07142857142857142,14.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,0,low,minimal_2trials,2,1,4,4,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,0,low,strong_2trials_2videos,2,2,4,4,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,1,high,weak_1trial,1,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,1,high,minimal_2trials,2,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,valence,1,high,strong_2trials_2videos,2,2,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,0,low,weak_1trial,1,1,3,3,2,0,3,P006;P009;P014,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,0,low,minimal_2trials,2,1,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,0,low,strong_2trials_2videos,2,2,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,1,high,weak_1trial,1,1,2,2,2,0,2,P002;P008,False,0.25,0.0,,1,1.0,1,1,1.0,1,2,0,0.0
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,1,high,minimal_2trials,2,1,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,2,5,arousal,1,high,strong_2trials_2videos,2,2,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,0,low,weak_1trial,1,1,4,4,2,1,4,P016;P021;P025;P026,True,0.5,0.07142857142857142,14.0,1,1.0,1,1,1.0,1,2,0,0.5
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,0,low,minimal_2trials,2,1,4,4,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,0,low,strong_2trials_2videos,2,2,4,4,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,1,high,weak_1trial,1,1,2,2,2,0,2,P010;P013,False,0.25,0.0,,1,1.0,1,1,1.0,1,2,0,0.0
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,1,high,minimal_2trials,2,1,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,valence,1,high,strong_2trials_2videos,2,2,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,0,low,weak_1trial,1,1,2,2,2,0,2,P016;P021,False,0.25,0.0,,1,1.0,1,1,1.0,1,2,0,0.0
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,0,low,minimal_2trials,2,1,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,0,low,strong_2trials_2videos,2,2,2,2,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,1,high,weak_1trial,1,1,4,4,2,1,4,P010;P013;P025;P026,True,0.5,0.07142857142857142,14.0,1,1.0,1,1,1.0,1,2,0,0.5
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,1,high,minimal_2trials,2,1,4,4,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,6,3,6,arousal,1,high,strong_2trials_2videos,2,2,4,4,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,0,low,weak_1trial,1,1,3,3,2,0,3,P010;P021;P025,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,0,low,minimal_2trials,2,1,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,0,low,strong_2trials_2videos,2,2,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,1,high,weak_1trial,1,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,1,high,minimal_2trials,2,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,valence,1,high,strong_2trials_2videos,2,2,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,0,low,weak_1trial,1,1,3,3,1,1,3,P021;P025;P026,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,1,1,1.0
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,0,low,minimal_2trials,2,1,3,3,1,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,0,low,strong_2trials_2videos,2,2,3,3,1,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,1,high,weak_1trial,1,1,1,1,1,0,1,P010,False,0.125,0.0,,1,1.0,1,1,1.0,1,1,1,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,1,high,minimal_2trials,2,1,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,1,R00_S2_V1,inner_joint,R00_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,4,2,4,arousal,1,high,strong_2trials_2videos,2,2,1,1,1,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,0,low,weak_1trial,1,1,23,13,6,5,13,P002;P004;P006;P008;P009;P010;P011;P014;P016;P021;P025;P027;P028,True,0.8125,0.5107142857142857,1.9580419580419581,1,2.0,4,1,2.0,4,6,0,0.22478632478632476
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,0,low,minimal_2trials,2,1,23,13,6,5,7,P006;P008;P009;P010;P011;P014;P028,True,0.4375,0.0625,16.0,2,2.0,4,2,2.0,4,6,0,0.26349206349206344
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,0,low,strong_2trials_2videos,2,2,23,13,6,5,7,P006;P008;P009;P010;P011;P014;P028,True,0.4375,0.0625,16.0,2,2.0,4,2,2.0,4,6,0,0.26349206349206344
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,1,high,weak_1trial,1,1,9,8,3,1,8,P002;P004;P005;P008;P009;P011;P016;P026,True,0.5,0.1,10.0,1,1.0,2,1,1.0,2,3,0,0.3392857142857143
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,1,high,minimal_2trials,2,1,9,8,3,1,1,P002,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,valence,1,high,strong_2trials_2videos,2,2,9,8,3,1,1,P002,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,0,low,weak_1trial,1,1,11,10,5,1,10,P004;P005;P006;P009;P011;P014;P021;P025;P026;P028,True,0.625,0.21428571428571427,4.666666666666667,1,1.0,2,1,1.0,2,5,0,0.2111111111111111
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,0,low,minimal_2trials,2,1,11,10,5,1,1,P021,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,0,low,strong_2trials_2videos,2,2,11,10,5,1,1,P021,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,1,high,weak_1trial,1,1,21,11,8,5,11,P002;P005;P008;P009;P010;P011;P013;P016;P025;P027;P028,True,0.6875,0.29464285714285715,3.393939393939394,1,2.0,3,1,2.0,3,8,0,0.1221212121212121
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,1,high,minimal_2trials,2,1,21,11,8,5,6,P002;P008;P009;P011;P016;P027,True,0.375,0.03571428571428571,28.0,2,3.0,3,2,3.0,3,8,0,0.15888888888888889
0,2,2,R00_S2_V2,outer_source,R00_S2_V2_outer_source,1;3,1;3,,,16,11,16,8,42,arousal,1,high,strong_2trials_2videos,2,2,21,11,8,5,6,P002;P008;P009;P011;P016;P027,True,0.375,0.03571428571428571,28.0,2,3.0,3,2,3.0,3,8,0,0.15888888888888889
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,0,low,weak_1trial,1,1,16,8,6,3,8,P002;P004;P006;P008;P009;P011;P014;P027,True,1.0,1.0,1.0,1,2.0,4,1,2.0,4,6,0,0.20833333333333331
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,0,low,minimal_2trials,2,1,16,8,6,3,5,P006;P008;P009;P011;P014,True,0.625,0.17857142857142858,5.6,2,2.0,4,2,2.0,4,6,0,0.225
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,0,low,strong_2trials_2videos,2,2,16,8,6,3,5,P006;P008;P009;P011;P014,True,0.625,0.17857142857142858,5.6,2,2.0,4,2,2.0,4,6,0,0.225
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,1,high,weak_1trial,1,1,6,5,3,1,5,P002;P004;P008;P009;P011,True,0.625,0.17857142857142858,5.6,1,1.0,2,1,1.0,2,3,0,0.25
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,1,high,minimal_2trials,2,1,6,5,3,1,1,P002,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,valence,1,high,strong_2trials_2videos,2,2,6,5,3,1,1,P002,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,0,low,weak_1trial,1,1,5,5,4,0,5,P004;P006;P009;P011;P014,True,0.625,0.17857142857142858,5.6,1,1.0,1,1,1.0,1,4,0,0.1
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,0,low,minimal_2trials,2,1,5,5,4,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,0,low,strong_2trials_2videos,2,2,5,5,4,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,1,high,weak_1trial,1,1,14,5,8,1,5,P002;P008;P009;P011;P027,True,0.625,0.17857142857142858,5.6,2,3.0,3,2,3.0,3,8,0,0.155
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,1,high,minimal_2trials,2,1,14,5,8,1,5,P002;P008;P009;P011;P027,True,0.625,0.17857142857142858,5.6,2,3.0,3,2,3.0,3,8,0,0.155
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,24,arousal,1,high,strong_2trials_2videos,2,2,14,5,8,1,5,P002;P008;P009;P011;P027,True,0.625,0.17857142857142858,5.6,2,3.0,3,2,3.0,3,8,0,0.155
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,0,low,weak_1trial,1,1,7,5,4,1,5,P010;P016;P021;P025;P028,True,0.625,0.17857142857142858,5.6,1,1.0,2,1,1.0,2,4,0,0.2333333333333333
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,0,low,minimal_2trials,2,1,7,5,4,1,2,P010;P028,False,0.25,0.0,,2,2.0,2,2,2.0,2,3,1,0.3333333333333333
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,0,low,strong_2trials_2videos,2,2,7,5,4,1,2,P010;P028,False,0.25,0.0,,2,2.0,2,2,2.0,2,3,1,0.3333333333333333
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,1,high,weak_1trial,1,1,3,3,2,0,3,P005;P016;P026,True,0.375,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,2,0,0.3333333333333333
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,1,high,minimal_2trials,2,1,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,valence,1,high,strong_2trials_2videos,2,2,3,3,2,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,0,low,weak_1trial,1,1,6,5,3,1,5,P005;P021;P025;P026;P028,True,0.625,0.17857142857142858,5.6,1,1.0,2,1,1.0,2,3,0,0.25
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,0,low,minimal_2trials,2,1,6,5,3,1,1,P021,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,0,low,strong_2trials_2videos,2,2,6,5,3,1,1,P021,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,1,high,weak_1trial,1,1,7,6,6,0,6,P005;P010;P013;P016;P025;P028,True,0.75,0.35714285714285715,2.8,1,1.0,2,1,1.0,2,6,0,0.06666666666666667
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,1,high,minimal_2trials,2,1,7,6,6,0,1,P016,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_subject_only,R00_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,8,18,arousal,1,high,strong_2trials_2videos,2,2,7,6,6,0,1,P016,False,0.125,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,0,low,weak_1trial,1,1,16,11,4,3,11,P002;P004;P006;P008;P009;P010;P011;P014;P016;P027;P028,True,0.6875,0.29464285714285715,3.393939393939394,1,1.0,4,1,1.0,4,4,0,0.3424242424242424
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,0,low,minimal_2trials,2,1,16,11,4,3,3,P009;P011;P028,True,0.1875,0.0017857142857142857,560.0,2,2.0,4,2,2.0,4,4,1,0.4444444444444444
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,0,low,strong_2trials_2videos,2,2,16,11,4,3,3,P009;P011;P028,True,0.1875,0.0017857142857142857,560.0,2,2.0,4,2,2.0,4,4,1,0.4444444444444444
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,1,high,weak_1trial,1,1,9,8,3,1,8,P002;P004;P005;P008;P009;P011;P016;P026,True,0.5,0.1,10.0,1,1.0,2,1,1.0,2,3,0,0.3392857142857143
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,1,high,minimal_2trials,2,1,9,8,3,1,1,P002,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,valence,1,high,strong_2trials_2videos,2,2,9,8,3,1,1,P002,False,0.0625,0.0,,2,2.0,2,2,2.0,2,2,2,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,0,low,weak_1trial,1,1,5,5,3,0,5,P004;P005;P011;P021;P028,True,0.3125,0.017857142857142856,56.0,1,1.0,1,1,1.0,1,3,0,0.2
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,0,low,minimal_2trials,2,1,5,5,3,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,0,low,strong_2trials_2videos,2,2,5,5,3,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,1,high,weak_1trial,1,1,18,10,6,5,10,P002;P005;P008;P009;P011;P013;P016;P025;P027;P028,True,0.625,0.21428571428571427,4.666666666666667,1,2.0,3,1,2.0,3,6,0,0.1574074074074074
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,1,high,minimal_2trials,2,1,18,10,6,5,6,P002;P008;P009;P011;P016;P027,True,0.375,0.03571428571428571,28.0,2,2.0,3,2,2.0,3,6,0,0.18333333333333332
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,16,6,33,arousal,1,high,strong_2trials_2videos,2,2,18,10,6,5,6,P002;P008;P009;P011;P016;P027,True,0.375,0.03571428571428571,28.0,2,2.0,3,2,2.0,3,6,0,0.18333333333333332
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,0,low,weak_1trial,1,1,7,7,2,2,7,P006;P008;P009;P010;P014;P021;P025,True,0.4375,0.0625,16.0,1,1.0,1,1,1.0,1,2,0,0.42857142857142855
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,0,low,minimal_2trials,2,1,7,7,2,2,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,0,low,strong_2trials_2videos,2,2,7,7,2,2,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,1,high,weak_1trial,1,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,1,high,minimal_2trials,2,1,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,valence,1,high,strong_2trials_2videos,2,2,0,0,0,0,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,arousal,0,low,weak_1trial,1,1,6,6,2,1,6,P006;P009;P014;P021;P025;P026,True,0.375,0.03571428571428571,28.0,1,1.0,1,1,1.0,1,2,0,0.6666666666666666
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,arousal,0,low,minimal_2trials,2,1,6,6,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
0,2,2,R00_S2_V2,inner_video_only,R00_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,9,2,9,arousal,0,low,strong_2trials_2videos,2,2,6,6,2,1,0,,False,0.0,0.0,,0,0.0,0,0,0.0,0,0,0,
