repetition,held_subject_fold,held_video_fold,outer_cell,scenario_type,scenario_id,train_subject_folds,train_video_folds,validation_subject_folds,validation_video_folds,nominal_train_subjects,nominal_train_videos,observed_train_subjects,observed_train_videos,raw_train_rows,task,eligibility_level,low_eligible_subjects,high_eligible_subjects,both_classes_eligible_subjects,both_classes_eligible_subject_ids,either_class_eligible_subjects,low_high_subject_set_jaccard,same_subject_trio_for_both_classes_possible
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,weak_1trial,6,6,1,P028,11,0.09090909090909091,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,minimal_2trials,3,3,0,,6,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V2,1;3,2,,3,16,5,13,5,22,arousal,strong_2trials_2videos,3,3,0,,6,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,weak_1trial,9,2,1,P008,10,0.1,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,minimal_2trials,1,1,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,valence,strong_2trials_2videos,1,1,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,weak_1trial,7,4,1,P009,10,0.1,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,minimal_2trials,1,2,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_video_only,R01_S2_V1_inner_video_train_V3,1;3,3,,2,16,5,10,5,16,arousal,strong_2trials_2videos,1,2,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,weak_1trial,5,3,3,P009;P017;P023,5,0.6,True
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,minimal_2trials,2,0,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,valence,strong_2trials_2videos,2,0,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,weak_1trial,3,3,1,P028,5,0.2,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,minimal_2trials,2,1,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V2,1,2,3,3,8,5,5,5,11,arousal,strong_2trials_2videos,2,1,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,weak_1trial,5,1,1,P008,5,0.2,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,minimal_2trials,1,0,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,weak_1trial,3,3,1,P009,5,0.2,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,minimal_2trials,1,1,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S1_V3,1,3,3,2,8,5,5,5,9,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,weak_1trial,5,4,2,P001;P011,7,0.2857142857142857,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,minimal_2trials,1,0,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,weak_1trial,3,3,0,,6,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,minimal_2trials,1,2,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V2,3,2,1,3,8,5,8,4,11,arousal,strong_2trials_2videos,1,2,0,,3,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,weak_1trial,4,1,0,,5,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,minimal_2trials,0,1,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,valence,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,weak_1trial,4,1,0,,5,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,1,R01_S2_V1,inner_joint,R01_S2_V1_inner_joint_train_S3_V3,3,3,1,2,8,5,5,3,7,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,weak_1trial,16,6,6,P001;P002;P006;P008;P009;P010,16,0.375,True
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,minimal_2trials,10,1,0,,11,0.0,False
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,valence,strong_2trials_2videos,10,1,0,,11,0.0,False
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,weak_1trial,10,6,2,P009;P011,14,0.14285714285714285,False
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,minimal_2trials,3,5,0,,8,0.0,False
1,2,2,R01_S2_V2,outer_source,R01_S2_V2_outer_source,1;3,1;3,,,16,11,16,11,41,arousal,strong_2trials_2videos,3,5,0,,8,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,valence,weak_1trial,8,4,4,P006;P008;P009;P010,8,0.5,True
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,valence,minimal_2trials,5,0,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,valence,strong_2trials_2videos,5,0,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,arousal,weak_1trial,4,4,1,P009,7,0.14285714285714285,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,arousal,minimal_2trials,2,3,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S1,1,1;3,3,,8,11,8,8,19,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,valence,weak_1trial,8,2,2,P001;P002,8,0.25,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,valence,minimal_2trials,5,1,0,,6,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,valence,strong_2trials_2videos,5,1,0,,6,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,arousal,weak_1trial,6,2,1,P011,7,0.14285714285714285,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,arousal,minimal_2trials,1,2,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_subject_only,R01_S2_V2_inner_subject_train_S3,3,1;3,1,,8,11,8,9,22,arousal,strong_2trials_2videos,1,2,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,valence,weak_1trial,14,5,5,P001;P002;P006;P009;P010,14,0.35714285714285715,True
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,valence,minimal_2trials,3,0,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,arousal,weak_1trial,5,6,0,,11,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V1,1;3,1,,3,16,6,15,6,25,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,valence,weak_1trial,9,2,1,P008,10,0.1,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,valence,minimal_2trials,1,1,0,,2,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,valence,strong_2trials_2videos,1,1,0,,2,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,arousal,weak_1trial,7,4,1,P009,10,0.1,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,arousal,minimal_2trials,1,2,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_video_only,R01_S2_V2_inner_video_train_V3,1;3,3,,1,16,5,10,5,16,arousal,strong_2trials_2videos,1,2,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,valence,weak_1trial,7,3,3,P006;P009;P010,7,0.42857142857142855,True
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,valence,minimal_2trials,0,0,0,,0,,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,valence,strong_2trials_2videos,0,0,0,,0,,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,arousal,weak_1trial,2,4,0,,6,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,arousal,minimal_2trials,0,0,0,,0,,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V1,1,1,3,3,8,6,7,3,10,arousal,strong_2trials_2videos,0,0,0,,0,,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,valence,weak_1trial,5,1,1,P008,5,0.2,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,valence,minimal_2trials,1,0,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,arousal,weak_1trial,3,3,1,P009,5,0.2,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,arousal,minimal_2trials,1,1,0,,2,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S1_V3,1,3,3,1,8,5,5,5,9,arousal,strong_2trials_2videos,1,1,0,,2,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,valence,weak_1trial,7,2,2,P001;P002,7,0.2857142857142857,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,valence,minimal_2trials,3,0,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,arousal,weak_1trial,3,2,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V1,3,1,1,3,8,6,8,6,15,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,valence,weak_1trial,4,1,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,valence,minimal_2trials,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,valence,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,arousal,weak_1trial,4,1,0,,5,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,2,R01_S2_V2,inner_joint,R01_S2_V2_inner_joint_train_S3_V3,3,3,1,1,8,5,5,3,7,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,valence,weak_1trial,16,9,9,P001;P002;P004;P006;P009;P010;P011;P017;P023,16,0.5625,True
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,valence,minimal_2trials,10,3,2,P001;P009,11,0.18181818181818182,False
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,valence,strong_2trials_2videos,10,3,2,P001;P009,11,0.18181818181818182,False
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,arousal,weak_1trial,8,8,1,P028,15,0.06666666666666667,False
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,arousal,minimal_2trials,4,5,0,,9,0.0,False
1,2,3,R01_S2_V3,outer_source,R01_S2_V3_outer_source,1;3,1;2,,,16,11,16,11,47,arousal,strong_2trials_2videos,4,5,0,,9,0.0,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,valence,weak_1trial,8,5,5,P006;P009;P010;P017;P023,8,0.625,True
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,valence,minimal_2trials,5,1,1,P009,5,0.2,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,valence,strong_2trials_2videos,5,1,1,P009,5,0.2,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,arousal,weak_1trial,4,5,1,P028,8,0.125,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,arousal,minimal_2trials,2,2,0,,4,0.0,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S1,1,1;2,3,,8,11,8,8,21,arousal,strong_2trials_2videos,2,2,0,,4,0.0,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,valence,weak_1trial,8,4,4,P001;P002;P004;P011,8,0.5,True
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,valence,minimal_2trials,5,2,1,P001,6,0.16666666666666666,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,valence,strong_2trials_2videos,5,2,1,P001,6,0.16666666666666666,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,arousal,weak_1trial,4,3,0,,7,0.0,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,arousal,minimal_2trials,2,3,0,,5,0.0,False
1,2,3,R01_S2_V3,inner_subject_only,R01_S2_V3_inner_subject_train_S3,3,1;2,1,,8,11,8,10,26,arousal,strong_2trials_2videos,2,3,0,,5,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,valence,weak_1trial,14,5,5,P001;P002;P006;P009;P010,14,0.35714285714285715,True
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,valence,minimal_2trials,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,arousal,weak_1trial,5,6,0,,11,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V1,1;3,1,,2,16,6,15,6,25,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,valence,weak_1trial,10,7,5,P001;P009;P011;P017;P023,12,0.4166666666666667,True
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,valence,minimal_2trials,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,arousal,weak_1trial,6,6,1,P028,11,0.09090909090909091,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,arousal,minimal_2trials,3,3,0,,6,0.0,False
1,2,3,R01_S2_V3,inner_video_only,R01_S2_V3_inner_video_train_V2,1;3,2,,1,16,5,13,5,22,arousal,strong_2trials_2videos,3,3,0,,6,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,valence,weak_1trial,7,3,3,P006;P009;P010,7,0.42857142857142855,True
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,valence,minimal_2trials,0,0,0,,0,,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,valence,strong_2trials_2videos,0,0,0,,0,,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,arousal,weak_1trial,2,4,0,,6,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,arousal,minimal_2trials,0,0,0,,0,,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V1,1,1,3,2,8,6,7,3,10,arousal,strong_2trials_2videos,0,0,0,,0,,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,valence,weak_1trial,5,3,3,P009;P017;P023,5,0.6,True
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,valence,minimal_2trials,2,0,0,,2,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,valence,strong_2trials_2videos,2,0,0,,2,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,arousal,weak_1trial,3,3,1,P028,5,0.2,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,arousal,minimal_2trials,2,1,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S1_V2,1,2,3,1,8,5,5,5,11,arousal,strong_2trials_2videos,2,1,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,valence,weak_1trial,7,2,2,P001;P002,7,0.2857142857142857,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,valence,minimal_2trials,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,arousal,weak_1trial,3,2,0,,5,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,arousal,minimal_2trials,0,1,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V1,3,1,1,2,8,6,8,6,15,arousal,strong_2trials_2videos,0,1,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,valence,weak_1trial,5,4,2,P001;P011,7,0.2857142857142857,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,valence,minimal_2trials,1,0,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,valence,strong_2trials_2videos,1,0,0,,1,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,arousal,weak_1trial,3,3,0,,6,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,arousal,minimal_2trials,1,2,0,,3,0.0,False
1,2,3,R01_S2_V3,inner_joint,R01_S2_V3_inner_joint_train_S3_V2,3,2,1,1,8,5,8,4,11,arousal,strong_2trials_2videos,1,2,0,,3,0.0,False
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,valence,weak_1trial,13,9,7,P007;P008;P009;P016;P017;P023;P026,15,0.4666666666666667,True
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,valence,minimal_2trials,5,1,1,P007,5,0.2,False
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,valence,strong_2trials_2videos,5,1,1,P007,5,0.2,False
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,arousal,weak_1trial,9,13,6,P007;P009;P016;P025;P026;P028,16,0.375,True
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,arousal,minimal_2trials,3,5,1,P007,7,0.14285714285714285,False
1,3,1,R01_S3_V1,outer_source,R01_S3_V1_outer_source,1;2,2;3,,,16,10,16,10,39,arousal,strong_2trials_2videos,3,5,1,P007,7,0.14285714285714285,False
1,3,1,R01_S3_V1,inner_subject_only,R01_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,8,10,20,valence,weak_1trial,8,4,4,P008;P009;P017;P023,8,0.5,True
1,3,1,R01_S3_V1,inner_subject_only,R01_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,8,10,20,valence,minimal_2trials,3,0,0,,3,0.0,False
1,3,1,R01_S3_V1,inner_subject_only,R01_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,8,10,20,valence,strong_2trials_2videos,3,0,0,,3,0.0,False
1,3,1,R01_S3_V1,inner_subject_only,R01_S3_V1_inner_subject_train_S1,1,2;3,2,,8,10,8,10,20,arousal,weak_1trial,5,5,2,P009;P028,8,0.25,False
